row ID,id,time,atoms,cores,timesteps,outfreq,task,utime,Prediction (utime)
139,4794.0,0.012738853503184714,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,0.1754648282599202
140,4795.0,0.01592356687898089,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,0.165448406153394
141,4796.0,0.019108280254777073,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,0.14475955011837402
142,4797.0,0.02229299363057325,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,0.1119372936983902
143,4798.0,0.025477707006369428,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,0.0721109087249891
144,4799.0,0.028662420382165606,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,0.03730785589186654
145,4800.0,0.03184713375796178,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,0.01589802543036587
146,4801.0,0.03503184713375796,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,0.006105793991474906
147,4802.0,0.038216560509554146,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,0.002360502316999241
148,4803.0,0.04140127388535032,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,9.990052154976053E-4
149,4804.0,0.0445859872611465,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,4.817917176292495E-4
150,4805.0,0.04777070063694268,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,2.660229059402211E-4
151,4806.0,0.050955414012738856,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,1.6572732172701973E-4
152,4807.0,0.054140127388535034,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,1.1404175704667517E-4
153,4808.0,0.05732484076433121,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,8.48912619533699E-5
154,4809.0,0.06050955414012739,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,6.715544227063649E-5
155,4810.0,0.06369426751592357,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,5.566718443780534E-5
156,4811.0,0.06687898089171974,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,4.783275259225782E-5
157,4812.0,0.07006369426751592,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,4.225904551917726E-5
158,4813.0,0.0732484076433121,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,3.815273852839265E-5
159,4814.0,0.07643312101910829,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,3.503868810717196E-5
160,4815.0,0.07961783439490447,1.0,0.0,0.0,1.0,sassena_ID0000005,0.0,3.261964678601662E-5
161,4816.0,0.08280254777070065,1.0,0.0,0.0,1.0,sassena_ID0000005,0.07133248500272678,3.07024906265786E-5
162,4817.0,0.08598726114649682,1.0,0.0,0.0,1.0,sassena_ID0000005,0.16988355058438573,2.915752759339784E-5
163,4818.0,0.089171974522293,1.0,0.0,0.0,1.0,sassena_ID0000005,0.1710758471721719,2.7895088223291092E-5
164,4819.0,0.09235668789808918,1.0,0.0,0.0,1.0,sassena_ID0000005,0.17123731514056265,2.6851548932064467E-5
165,4820.0,0.09554140127388536,1.0,0.0,0.0,1.0,sassena_ID0000005,0.17116460108857212,2.5980708215019455E-5
166,4821.0,0.09872611464968153,1.0,0.0,0.0,1.0,sassena_ID0000005,0.17147149716094398,2.524830793113557E-5
167,4822.0,0.10191082802547771,1.0,0.0,0.0,1.0,sassena_ID0000005,0.06859073751296556,2.4628460721984955E-5
168,4932.0,0.0031847133757961785,1.0,0.0,1.0,0.0,sassena_ID0000005,0.15472480939294458,0.1371583639271453
169,4933.0,0.006369426751592357,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19087224782659837,0.18972456851373412
170,4934.0,0.009554140127388536,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19192767090475527,0.1903673260099438
171,4935.0,0.012738853503184714,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19124330335660894,0.19046645288227312
172,4936.0,0.01592356687898089,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19126468984248854,0.19049718298270413
173,4937.0,0.019108280254777073,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19386421720115057,0.1905199363734371
174,4938.0,0.02229299363057325,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19130211619277776,0.19054517706169752
175,4939.0,0.025477707006369428,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19136734497471045,0.1905734856511368
176,4940.0,0.028662420382165606,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19133847321877304,0.19060388746496676
177,4941.0,0.03184713375796178,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19132350267865736,0.19063545675319246
178,4942.0,0.03503184713375796,1.0,0.0,1.0,0.0,sassena_ID0000005,0.1912850070040741,0.19066752128597947
179,4943.0,0.038216560509554146,1.0,0.0,1.0,0.0,sassena_ID0000005,0.1913256413272453,0.19069960806902436
180,4944.0,0.04140127388535032,1.0,0.0,1.0,0.0,sassena_ID0000005,0.19131280943571755,0.1907313690374704
181,4945.0,0.0445859872611465,1.0,0.0,1.0,0.0,sassena_ID0000005,0.1914700001069324,0.19076252926310175
